"geschlecht";"freq";"date"
"männlich";50;2020-04-10 00:00:00
"weiblich";50;2020-04-10 00:00:00
"männlich";50;2020-04-10 01:00:00
"weiblich";50;2020-04-10 01:00:00
"männlich";50;2020-04-10 02:00:00
"weiblich";50;2020-04-10 02:00:00
"männlich";50;2020-04-10 03:00:00
"weiblich";50;2020-04-10 03:00:00
"männlich";50;2020-04-10 04:00:00
"weiblich";50;2020-04-10 04:00:00
"männlich";50;2020-04-10 05:00:00
"weiblich";50;2020-04-10 05:00:00
"männlich";50;2020-04-10 06:00:00
"weiblich";50;2020-04-10 06:00:00
