"geschlecht";"freq";"date"
"männlich";50;2020-04-10 00:00:00
"weiblich";50;2020-04-10 00:00:00
"männlich";50;2020-04-10 01:00:00
"weiblich";50;2020-04-10 01:00:00
"männlich";50;2020-04-10 02:00:00
"weiblich";50;2020-04-10 02:00:00
"männlich";50;2020-04-10 03:00:00
"weiblich";50;2020-04-10 03:00:00
"männlich";50;2020-04-10 04:00:00
"weiblich";50;2020-04-10 04:00:00
"männlich";50;2020-04-10 05:00:00
"weiblich";50;2020-04-10 05:00:00
"männlich";50;2020-04-10 06:00:00
"weiblich";50;2020-04-10 06:00:00
"männlich";50;2020-04-10 07:00:00
"weiblich";50;2020-04-10 07:00:00
"männlich";50;2020-04-10 08:00:00
"weiblich";50;2020-04-10 08:00:00
"männlich";50;2020-04-10 09:00:00
"weiblich";50;2020-04-10 09:00:00
"männlich";50;2020-04-10 10:00:00
"weiblich";50;2020-04-10 10:00:00
"männlich";50;2020-04-10 11:00:00
"weiblich";50;2020-04-10 11:00:00
"männlich";50;2020-04-10 12:00:00
"weiblich";50;2020-04-10 12:00:00
"männlich";50;2020-04-10 13:00:00
"weiblich";50;2020-04-10 13:00:00
"männlich";50;2020-04-10 14:00:00
"weiblich";50;2020-04-10 14:00:00
"männlich";50;2020-04-10 15:23:54
"weiblich";50;2020-04-10 15:23:54
"männlich";50;2020-04-10 16:00:00
"weiblich";50;2020-04-10 16:00:00
"männlich";50;2020-04-10 17:00:00
"weiblich";50;2020-04-10 17:00:00
"männlich";50;2020-04-10 18:00:00
"weiblich";50;2020-04-10 18:00:00
"männlich";50;2020-04-10 19:00:00
"weiblich";50;2020-04-10 19:00:00
