"bezirk";"freq";"date"
"Amstetten";153;2020-03-29 00:00:00
"Baden";70;2020-03-29 00:00:00
"Bludenz";179;2020-03-29 00:00:00
"Braunau am Inn";40;2020-03-29 00:00:00
"Bregenz";139;2020-03-29 00:00:00
"Bruck an der Leitha";35;2020-03-29 00:00:00
"Bruck-Mürzzuschlag";32;2020-03-29 00:00:00
"Deutschlandsberg";16;2020-03-29 00:00:00
"Dornbirn";96;2020-03-29 00:00:00
"Eferding";25;2020-03-29 00:00:00
"Eisenstadt(Stadt)";10;2020-03-29 00:00:00
"Eisenstadt-Umgebung";11;2020-03-29 00:00:00
"Feldkirch";163;2020-03-29 00:00:00
"Feldkirchen";8;2020-03-29 00:00:00
"Freistadt";74;2020-03-29 00:00:00
"Gänserndorf";41;2020-03-29 00:00:00
"Gmünd";6;2020-03-29 00:00:00
"Gmunden";50;2020-03-29 00:00:00
"Graz(Stadt)";199;2020-03-29 00:00:00
"Graz-Umgebung";80;2020-03-29 00:00:00
"Grieskirchen";36;2020-03-29 00:00:00
"Gröbming";24;2020-03-29 00:00:00
"Güssing";6;2020-03-29 00:00:00
"Hallein";47;2020-03-29 00:00:00
"Hartberg-Fürstenfeld";166;2020-03-29 00:00:00
"Hermagor";1;2020-03-29 00:00:00
"Hollabrunn";11;2020-03-29 00:00:00
"Horn";8;2020-03-29 00:00:00
"Imst";146;2020-03-29 00:00:00
"Innsbruck-Land";226;2020-03-29 00:00:00
"Innsbruck-Stadt";285;2020-03-29 00:00:00
"Jennersdorf";7;2020-03-29 00:00:00
"Kirchdorf an der Krems";29;2020-03-29 00:00:00
"Kitzbühel";181;2020-03-29 00:00:00
"Klagenfurt Land";27;2020-03-29 00:00:00
"Klagenfurt Stadt";43;2020-03-29 00:00:00
"Korneuburg";99;2020-03-29 00:00:00
"Krems an der Donau(Stadt)";18;2020-03-29 00:00:00
"Krems(Land)";77;2020-03-29 00:00:00
"Kufstein";245;2020-03-29 00:00:00
"Landeck";558;2020-03-29 00:00:00
"Leibnitz";114;2020-03-29 00:00:00
"Leoben";18;2020-03-29 00:00:00
"Lienz";62;2020-03-29 00:00:00
"Liezen";28;2020-03-29 00:00:00
"Lilienfeld";19;2020-03-29 00:00:00
"Linz(Stadt)";176;2020-03-29 00:00:00
"Linz-Land";115;2020-03-29 00:00:00
"Mattersburg";17;2020-03-29 00:00:00
"Melk";72;2020-03-29 00:00:00
"Mistelbach";60;2020-03-29 00:00:00
"Mödling";100;2020-03-29 00:00:00
"Murau";2;2020-03-29 00:00:00
"Murtal";21;2020-03-29 00:00:00
"Neunkirchen";105;2020-03-29 00:00:00
"Neusiedl am See";34;2020-03-29 00:00:00
"Oberpullendorf";12;2020-03-29 00:00:00
"Oberwart";56;2020-03-29 00:00:00
"Perg";186;2020-03-29 00:00:00
"Reutte";30;2020-03-29 00:00:00
"Ried im Innkreis";21;2020-03-29 00:00:00
"Rohrbach";93;2020-03-29 00:00:00
"Salzburg(Stadt)";99;2020-03-29 00:00:00
"Salzburg-Umgebung";120;2020-03-29 00:00:00
"Sankt Johann im Pongau";306;2020-03-29 00:00:00
"Sankt Pölten(Land)";124;2020-03-29 00:00:00
"Sankt Pölten(Stadt)";46;2020-03-29 00:00:00
"Sankt Veit an der Glan";27;2020-03-29 00:00:00
"Schärding";35;2020-03-29 00:00:00
"Scheibbs";58;2020-03-29 00:00:00
"Schwaz";174;2020-03-29 00:00:00
"Spittal an der Drau";16;2020-03-29 00:00:00
"Steyr(Stadt)";23;2020-03-29 00:00:00
"Steyr-Land";97;2020-03-29 00:00:00
"Südoststeiermark";34;2020-03-29 00:00:00
"Tamsweg";14;2020-03-29 00:00:00
"Tulln";97;2020-03-29 00:00:00
"Urfahr-Umgebung";198;2020-03-29 00:00:00
"Villach Land";26;2020-03-29 00:00:00
"Villach Stadt";13;2020-03-29 00:00:00
"Vöcklabruck";82;2020-03-29 00:00:00
"Voitsberg";63;2020-03-29 00:00:00
"Völkermarkt";38;2020-03-29 00:00:00
"Waidhofen an der Thaya";10;2020-03-29 00:00:00
"Waidhofen an der Ybbs(Stadt)";12;2020-03-29 00:00:00
"Weiz";76;2020-03-29 00:00:00
"Wels(Stadt)";48;2020-03-29 00:00:00
"Wels-Land";63;2020-03-29 00:00:00
"Wien(Stadt)";1087;2020-03-29 00:00:00
"Wiener Neustadt(Land)";18;2020-03-29 00:00:00
"Wiener Neustadt(Stadt)";20;2020-03-29 00:00:00
"Wolfsberg";24;2020-03-29 00:00:00
"Zell am See";207;2020-03-29 00:00:00
"Zwettl";17;2020-03-29 00:00:00
"Amstetten";153;2020-03-29 01:00:00
"Baden";70;2020-03-29 01:00:00
"Bludenz";179;2020-03-29 01:00:00
"Braunau am Inn";40;2020-03-29 01:00:00
"Bregenz";139;2020-03-29 01:00:00
"Bruck an der Leitha";35;2020-03-29 01:00:00
